0 4.6847e-01	588.98 1477.33
50 2.3214e-02	65.53 568.38
100 1.2657e-02	43.84 427.93
150 9.8244e-03	36.91 379.86
200 8.4621e-03	33.21 354.20
250 7.9424e-03	32.74 342.26
300 8.0319e-03	31.36 346.59
350 7.8130e-03	30.70 342.18
400 7.3489e-03	30.58 330.64
450 7.2754e-03	30.24 329.27
500 7.0774e-03	30.05 324.41
550 7.0318e-03	29.94 323.38
600 6.9900e-03	29.80 322.49
650 6.9629e-03	29.89 321.63
700 6.9336e-03	30.09 320.54
750 6.9605e-03	29.99 321.41
800 7.0161e-03	29.95 322.93
850 7.0300e-03	29.98 323.25
900 7.0312e-03	29.91 323.38
950 7.0852e-03	29.83 324.92
1000 7.3379e-03	29.86 331.42
1050 7.7036e-03	29.79 340.77
1100 8.1889e-03	29.89 352.52
1150 8.7368e-03	29.94 365.43
1200 9.2664e-03	29.96 377.52
1250 9.6638e-03	30.09 386.19
1300 1.0253e-02	29.99 399.07
1350 1.0793e-02	30.08 410.29
1400 1.0729e-02	30.04 409.02
1450 1.1418e-02	30.07 423.07
1500 1.2114e-02	30.11 436.76
1550 1.3520e-02	30.15 463.28
1600 1.4371e-02	30.22 478.57
1650 1.4530e-02	30.31 481.28
1700 1.4562e-02	30.28 481.88
1750 1.4646e-02	30.39 483.24
1800 1.4696e-02	30.36 484.15
1850 1.4906e-02	30.27 487.92
1900 1.4771e-02	30.25 485.57
1950 1.4685e-02	30.29 484.03
2000 1.5329e-02	30.24 495.26
2050 1.5683e-02	30.20 501.34
2100 1.5753e-02	30.21 502.50
2150 1.6444e-02	30.22 514.06
2200 1.6898e-02	30.25 521.48
2250 1.7501e-02	30.26 531.20
2300 1.8225e-02	30.27 542.65
2350 1.8523e-02	30.31 547.27
2400 1.8495e-02	30.27 546.87
2450 1.8488e-02	30.27 546.75
2500 1.8455e-02	30.30 546.21
2550 1.9096e-02	30.36 556.04
2600 2.0929e-02	30.49 583.28
2650 2.3386e-02	30.59 617.97
2700 2.5944e-02	30.67 652.14
2750 2.8114e-02	30.77 679.76
2800 2.9821e-02	30.85 700.72
2850 3.1889e-02	30.97 725.28
2900 3.5169e-02	31.08 762.68
2950 3.6727e-02	31.14 779.82
3000 3.7890e-02	31.14 792.39
