0 4.1740e-01	542.95 1477.33
50 1.9050e-02	60.39 512.88
100 1.0961e-02	42.05 396.05
150 8.4889e-03	34.87 352.18
200 7.3725e-03	33.02 327.32
250 6.6059e-03	30.17 311.63
300 6.1085e-03	28.42 300.59
350 5.7980e-03	27.54 293.09
400 5.6106e-03	26.88 288.63
