0 9.1058e-01	588.98 1477.33
50 1.1626e-01	115.25 618.07
100 6.6811e-02	72.40 476.97
150 5.2403e-02	59.65 424.60
200 4.8742e-02	54.82 410.73
250 4.7071e-02	53.95 403.59
300 4.5569e-02	52.39 397.41
350 4.4695e-02	50.61 394.14
400 4.4375e-02	50.68 392.61
450 4.8851e-02	51.21 412.76
500 5.5623e-02	51.22 441.82
550 5.9094e-02	51.26 455.98
600 5.9135e-02	51.27 456.13
650 5.3827e-02	51.38 434.23
700 5.1087e-02	51.12 422.61
750 4.6936e-02	51.09 404.21
800 4.3466e-02	51.25 388.09
850 4.2738e-02	51.46 384.54
