0 4.0828e-01	588.98 1477.33
50 1.9028e-02	78.38 660.17
100 1.1381e-02	53.94 534.95
150 7.9395e-03	43.46 452.03
200 7.1319e-03	39.66 433.21
250 6.8980e-03	37.88 429.40
300 6.8092e-03	37.19 427.92
350 6.7162e-03	36.87 425.18
400 6.9226e-03	35.89 436.01
450 7.3992e-03	35.71 454.50
500 7.7958e-03	35.27 470.07
550 7.7525e-03	35.26 468.55
600 7.6526e-03	35.22 465.05
650 8.1182e-03	35.25 481.52
700 8.4006e-03	35.18 491.47
750 8.5885e-03	35.08 498.09
800 8.7633e-03	34.99 504.15
850 8.5881e-03	34.81 498.69
900 8.1090e-03	34.82 482.22
950 7.6280e-03	34.87 465.02
1000 7.3517e-03	34.78 455.11
1050 7.2427e-03	34.66 451.38
1100 7.1172e-03	34.66 446.67
1150 6.9182e-03	34.66 439.10
1200 6.7259e-03	34.70 431.57
1250 6.6184e-03	34.72 427.29
1300 6.5092e-03	34.77 422.83
1350 6.4607e-03	34.82 420.76
1400 6.4029e-03	34.84 418.36
1450 6.3652e-03	34.81 416.95
1500 6.3490e-03	34.83 416.22
1550 6.3266e-03	34.81 415.37
1600 6.3273e-03	34.73 415.63
1650 6.3103e-03	34.69 415.05
1700 6.3106e-03	34.72 414.99
1750 6.2916e-03	34.76 414.08
