10	0.14707288808433733	1.1880877043025264	0.10450008460028899
20	0.1465653978828042	1.1140637981175152	0.09447061056107381
30	0.13570335950537651	1.0790461149562267	0.08667558063359629
40	0.13265849877241978	1.0788391786583287	0.08583088969569565
50	0.060856247643561026	0.6536560705575828	0.028877679406533064
60	0.04971043677786147	0.5164242345335708	0.018224687035488362
70	0.04330826898088776	0.477605275718115	0.015371883636736297
80	0.042337411235508965	0.4706477186460329	0.014901397540392708
90	0.04165087556388977	0.46939644838319905	0.014774566228340388
100	0.034114225170936166	0.399448350514647	0.010640148423543518
110	0.033845025872653096	0.3867936662538651	0.010036640844532084
120	0.03344216975512228	0.3840761689516626	0.00988494179471913
130	0.0334213507997531	0.37468471280304305	0.009463898357274946
140	0.03258064430976436	0.3722921626370074	0.009302578886960615
150	0.03234613681199495	0.3693054563317586	0.009156230958761911
160	0.03058633113905259	0.3667650928756543	0.008936553069294613
170	0.030649937903438857	0.36278987949194025	0.008769160929266185
180	0.03062634802955398	0.3623483041148595	0.008748905382777871
190	0.030531038816046345	0.3614571061011632	0.008705243725834625
200	0.03037479660876195	0.36104355133976507	0.008678337366172137
210	0.030378093982662446	0.36068334490473647	0.008663241472730045
220	0.030339993367030294	0.3601564208189716	0.008638630073193918
230	0.03018246703950005	0.3597581566447054	0.008612417117398755
240	0.029935291166334112	0.35933036823770265	0.008579752852207386
250	0.029944173072381865	0.35883187966504454	0.008559215450355316
