rmse	Dict{String, Any}("set" => Dict("V" => 0.0, "E" => 0.047403830905494375, "F" => 0.7982349281451041), "shaiducarbon" => Dict("V" => 0.0, "E" => 0.047403830905494375, "F" => 0.7982349281451041))
mae	Dict{String, Any}("set" => Dict("V" => 0.0, "E" => 0.033621059357503556, "F" => 0.5478114018866759), "shaiducarbon" => Dict("V" => 0.0, "E" => 0.033621059357503556, "F" => 0.5478114018866759))
