0 4.1740e-01	542.95 1477.33
50 2.1257e-02	63.11 543.12
100 1.1950e-02	41.96 416.89
150 9.1496e-03	35.86 366.19
200 7.7784e-03	32.68 338.25
250 7.0702e-03	31.66 321.66
300 6.7521e-03	31.07 314.13
350 6.4895e-03	30.46 307.96
400 6.3826e-03	29.92 305.88
450 6.2664e-03	29.83 302.78
500 6.1012e-03	29.34 298.91
550 6.0287e-03	29.12 297.21
600 5.9642e-03	28.98 295.57
650 5.9281e-03	28.82 294.79
700 5.9119e-03	28.83 294.31
750 5.9158e-03	28.82 294.44
800 5.8993e-03	28.69 294.17
