ladder_step cycle_step iter_num loss                   e_loss_contrib         f_loss_contrib         reg_loss               rmse_epa               rmse_f_comp            low_rmse_epa           low_rmse_f_comp        mae_f_comp             low_mae_f_comp         nfuncs ncoefs l1_reg_contrib         l2_reg_contrib         smooth_orth            smooth_w1              smooth_w2              smooth_w3             
0           0          0        0.4401482172623208     0.33026264406721817    0.10988548428579156    8.890931102727219e-08  0.5804032192376269     1.3667674439840998     0.5180615918655297     1.3211358668935422     0.9671821079328491     0.9417466038362141     250    925    0.0                    0.0                    0                      2.3864190781912653e-08 2.7716255742960385e-08 3.7328864502399156e-08
0           0          1        0.2370578721415087     0.12719012655999012    0.10986725817653024    4.874049883461415e-07  0.36018596456973045    1.3666540901322537     0.30562725319251477    1.3212437374948938     0.9674697748411651     0.9421650454456422     250    925    3.984956770937663e-07  2.251057076624693e-16  0                      2.386419078191235e-08  2.7716255742960113e-08 3.73288645023969e-08  
0           0          2        0.19783722993923797    0.08735205747161934    0.11047566907357598    9.50339404263926e-06   0.29849472124072446    1.3704329196999743     0.2571467999369495     1.325791510189348      0.978733081033272      0.9533442320842382     250    925    9.414484740638734e-06  1.759912734029805e-14  0                      2.3864186184243613e-08 2.7716251486535217e-08 3.732884673062171e-08 
0           0          3        0.19088714401902007    0.08696629432241068    0.10385801502027449    6.28346763348535e-05   0.2978348874736472     1.328753652000163      0.28272085418710957    1.2795642966707814     0.957808102616731      0.9294531523322038     250    925    6.274576932345353e-05  5.572575983816117e-13  0                      2.3863804101885098e-08 2.77159099915924e-08   3.732674004890885e-08 
0           0          4        0.17972424171382617    0.07770909312591029    0.10193984832305049    7.530026486534657e-05  0.2815373420655448     1.3164260076520442     0.26870660153656484    1.2671497335322426     0.95084859547523       0.9218777255620833     250    925    7.521136049163379e-05  7.860818910440264e-13  0                      2.3863022368038278e-08 2.7715207064261253e-08 3.732535819858977e-08 
0           0          5        0.1666168200217148     0.06634349350360157    0.10016057014108733    0.00011275637702589595 0.2601352789688468     1.304886854986896      0.24986438222640595    1.2518069087297228     0.9425467774691425     0.9116975961746202     250    925    0.0001126674948105431  1.6191098053661436e-12 0                      2.3856314546563556e-08 2.7709335597587023e-08 3.73149460988998e-08  
0           0          6        0.16244550512912573    0.06175154519752995    0.10048974657972681    0.0002042133518689459  0.25097126547209025    1.3070293431341302     0.2374511669025621     1.2411548484811707     0.9571717459854786     0.9175042012964486     250    925    0.00020412428547245462 4.7284096798882075e-12 0                      2.383506270403429e-08  2.7689823406659335e-08 3.753678197090132e-08 
0           0          7        0.16137611780534625    0.06054176394611033    0.10062066136490745    0.00021369249432845027 0.24850070264767293    1.3078804437628408     0.23786470215052025    1.241501426491628      0.9583123359678104     0.9182531333570811     250    925    0.00021360337752419708 5.129761441851995e-12  0                      2.383119604566274e-08  2.768634062293961e-08  3.759413782316531e-08 
0           0          8        0.15236111048910198    0.05606558586333541    0.09602319455378365    0.00027233007198291484 0.2391378212926511     1.277651877015442      0.22940872097876264    1.215158497907049      0.9381973096554315     0.9004740011451629     250    925    0.00027224038940612647 7.592236714984876e-12  0                      2.3795752363065473e-08 2.7653279506865693e-08 3.8225952681699295e-08
0           0          9        0.13817535457736477    0.04482797450655288    0.09296779687768632    0.0003795831931255814  0.2138329581479022     1.2571605140091837     0.19982300440746947    1.1894680653384464     0.9192840640891534     0.8788090080480063     250    925    0.00037949120889738634 1.4322900880706598e-11 0                      2.372851472970124e-08  2.7599789734348033e-08 4.064160083011927e-08 
0           0          10       0.1310643528638142     0.03966172779494671    0.09094988686517824    0.0004527382036892186  0.2011341898961535     1.243442032235949      0.19258489284764593    1.176649844233839      0.9088639199493297     0.8687329712638778     250    925    0.0004526441629432696  2.0665406942195058e-11 0                      2.369227710829486e-08  2.757683268863985e-08  4.275097074511546e-08 
0           0          11       0.12324776176055016    0.03322102993846183    0.08947921452448371    0.000547517297604622   0.18408001122470385    1.2333477439733895     0.1670011800309018     1.1683203645397202     0.9017443772012373     0.862253031631363      250    925    0.0005474201583423609  3.1155639260048726e-11 0                      2.360685135703152e-08  2.7519936166290104e-08 4.5981319098468075e-08
0           0          12       0.11945109092036793    0.0320699317604002     0.08678884308796529    0.0005923160720024205  0.1808627390896992     1.2146647038682248     0.16902981317337842    1.1515881391946232     0.8870037344617936     0.8487330848111807     250    925    0.0005922176893010006  3.710654247605203e-11  0                      2.357349289771977e-08  2.749624949676603e-08  4.7275852482837425e-08
0           0          13       0.11503970484776768    0.030694582965488087   0.08369592971753019    0.0006491921647494297  0.17694200920192654    1.1928247210541156     0.16225304272666177    1.1330253748236683     0.8752767194455633     0.8391210380882375     250    925    0.0006490928514773883  4.5576996644416313e-11 0                      2.3522026999006148e-08 2.7456646244100812e-08 4.8289021801686185e-08
0           0          14       0.11226630423447886    0.02840657868729508    0.08312976464139124    0.0007299609057925474  0.17021959422165392    1.1887834154277612     0.1584107545972576     1.1283360707803127     0.8775564995979013     0.8407182207682743     250    925    0.0007298600724009559  5.7607671626291925e-11 0                      2.3471427747363473e-08 2.7417089785028308e-08 4.988726638744799e-08 
0           0          15       0.1078172022086292     0.028339134438316323   0.07869536594796923    0.0007827018223436404  0.170017402412329      1.1566422223316186     0.16038122395397153    1.0954723575073286     0.8492632771489852     0.8122322019229733     250    925    0.0007825999626446865  6.63048106181738e-11   0                      2.343040930442174e-08  2.738409830623651e-08  5.0978886532655404e-08
0           0          16       0.1046198538462778     0.027688267777656313   0.07610148548834       0.0008301005802814622  0.168053661457451      1.1374204422102923     0.1542428328525682     1.075845506489389      0.8323734928208653     0.7952065590143655     250    925    0.0008299977296997745  7.4429307492686e-11    0                      2.3399597460084453e-08 2.7359283074149206e-08 5.2017271845947626e-08
0           0          17       0.09906128103824324    0.02586344582109968    0.07230132405456412    0.0008965111625794398  0.16242141094642779    1.108657980412105      0.1499921251172337     1.0477264049224015     0.812425251761282      0.7757392168779287     250    925    0.0008964068782277345  8.690535488715902e-11  0                      2.331920838380733e-08  2.7293558310589056e-08 5.358467965601153e-08 
0           0          18       0.0956789591235784     0.028006161226244365   0.06665284349652054    0.001019954400813513   0.16901563373478196    1.0644709236858176     0.166298281937526      1.0050668516971755     0.7775565110591277     0.7410819971839553     250    925    0.0010198462410925832  1.1319927565655624e-10 0                      2.3189525491432077e-08 2.7187584005681283e-08 5.76694121569341e-08  
0           0          19       0.09304411210072862    0.024046013109208002   0.06789967780412011    0.0010984211874005257  0.1566107702808411     1.0743809988780069     0.147873640494025      1.018885201278084      0.7883361721471516     0.7534197114858787     250    925    0.0010983103258972464  1.312214551235127e-10  0                      2.3124151917738855e-08 2.7139697789834873e-08 6.046643211645349e-08 
0           0          20       0.08981527921281891    0.02412612584515586    0.06452406604604975    0.0011650873216133022  0.1568714389511799     1.0473342973765394     0.1475990210319384     0.9919306250056016     0.7642996842229789     0.7295332316160201     250    925    0.0011649750205747805  1.4735300836296964e-10 0                      2.3050970324042806e-08 2.7083214874786657e-08 6.201950031441393e-08 
0           0          21       0.08829953074200309    0.023552767961940287   0.06349842420870343    0.0012483385713593705  0.1549962042045409     1.038977006051756      0.14368057784529684    0.9842839022737053     0.7587059909353083     0.7242389340207357     250    925    0.0012482249637903338  1.691934424382968e-10  0                      2.2976810680565844e-08 2.7023849824374607e-08 6.343771508920745e-08 
0           0          22       0.0856225933214034     0.023105127509830164   0.061229002204401986   0.0012884636071712442  0.1535162208260982     1.0202416599811464     0.14131649481203917    0.9654079064708195     0.7432939003123823     0.7087462491036524     250    925    0.0012883492067397467  1.8022507186114388e-10 0                      2.2924865535433427e-08 2.698213422566851e-08  6.431320666461736e-08 
0           0          23       0.08111780256303908    0.021728712055652737   0.058030009411700736   0.0013590810956855947  0.1488733901463352     0.9932321817704476     0.1359153549435114     0.9382318403434629     0.7197886570932485     0.6850542313182314     250    925    0.0013589651443302586  1.9997383366686106e-10 0                      2.2827101936692797e-08 2.6906125407339663e-08 6.60181541583499e-08  
0           0          24       0.07622707594517271    0.021608787562628424   0.05314031591885124    0.0014779724636930518  0.14846199281565384    0.9504658736346974     0.13742611755857848    0.8972393609910396     0.6885456259932038     0.6553957648463928     250    925    0.0014778524817024032  2.3649808889084896e-10 0                      2.26876591275199e-08   2.6807073810704038e-08 7.025075962134986e-08 
0           0          25       0.07144665530163291    0.021568149147646716   0.048269715373889806   0.0016087907800963843  0.14832232511499985    0.9058615606704055     0.13845769740402117    0.8552011591434433     0.6507920676666203     0.6184713888606829     250    925    0.0016086662383994076  2.815009303547708e-10  0                      2.2545775265327816e-08 2.6713703269413505e-08 7.500071751157234e-08 
