0 4.6847e-01	588.98 1477.33
50 1.9233e-02	62.33 512.06
100 1.1731e-02	43.10 410.43
150 9.4535e-03	36.50 372.14
200 8.2347e-03	32.72 349.46
250 7.8616e-03	32.48 340.65
300 7.3250e-03	30.64 329.93
350 7.1460e-03	29.48 327.06
400 7.3591e-03	28.28 334.28
450 7.6440e-03	27.64 342.32
500 7.4153e-03	27.28 337.08
550 7.1794e-03	27.14 331.27
600 7.0439e-03	27.11 327.80
650 6.8651e-03	27.05 323.21
700 6.6709e-03	26.57 318.73
750 6.6440e-03	26.56 318.02
800 6.7025e-03	26.39 319.82
850 6.8482e-03	26.40 323.65
900 7.0189e-03	26.34 328.18
950 7.2597e-03	26.13 334.63
1000 7.6428e-03	26.09 344.27
1050 8.1125e-03	26.06 355.71
1100 8.6544e-03	26.08 368.41
