rmse	Dict{String, Any}("set" => Dict("V" => 0.0, "E" => 0.027175844477754053, "F" => 0.9956306338360498), "shaiducarbon" => Dict("V" => 0.0, "E" => 0.027175844477754053, "F" => 0.9956306338360498))
mae	Dict{String, Any}("set" => Dict("V" => 0.0, "E" => 0.02163309390244848, "F" => 0.69626987412274), "shaiducarbon" => Dict("V" => 0.0, "E" => 0.02163309390244848, "F" => 0.69626987412274))
