rmse	Dict{String, Any}("set" => Dict("V" => 0.0, "E" => 0.05284872428014476, "F" => 0.8310052853284837), "shaiducarbon" => Dict("V" => 0.0, "E" => 0.05284872428014476, "F" => 0.8310052853284837))
mae	Dict{String, Any}("set" => Dict("V" => 0.0, "E" => 0.037029404098639106, "F" => 0.567089672157031), "shaiducarbon" => Dict("V" => 0.0, "E" => 0.037029404098639106, "F" => 0.567089672157031))
