0 4.1740e-01	542.95 1477.33
50 2.8102e-02	78.73 611.90
100 1.3460e-02	45.82 440.25
150 9.6970e-03	37.38 376.23
200 7.8040e-03	32.00 339.99
250 6.6628e-03	29.92 313.59
300 6.1309e-03	28.65 300.88
350 5.7954e-03	27.50 293.09
400 5.5746e-03	26.67 287.91
450 5.4597e-03	26.25 285.15
500 5.3698e-03	26.13 282.63
550 5.2904e-03	25.82 280.71
600 5.1907e-03	25.62 277.98
650 5.1456e-03	25.61 276.61
700 5.1098e-03	25.55 275.59
750 5.0658e-03	25.60 274.15
800 5.0352e-03	25.54 273.29
850 5.0199e-03	25.43 272.99
900 4.9872e-03	25.43 271.96
950 4.9730e-03	25.23 271.82
1000 4.9576e-03	25.21 271.37
1050 4.9289e-03	25.10 270.63
1100 4.9155e-03	24.99 270.38
1150 4.8850e-03	24.81 269.69
