c: [-0.59451516426147155]
c: [-0.49066052015319567]
c: [-1.4631445465347597]
c: [-1.839599793900633]
c: [-1.0927427481624816]
c: [0.21205219634863356]
c: [1.0295180297256963]
c: [0.75988518038455166]
c: [-0.13831520011742349]
c: [-0.67889189324391164]
c: [-0.38580214272107322]
c: [0.33470984091068612]
c: [0.66561234626216181]
c: [0.2726480209408273]
c: [-0.3800171289363059]
c: [-0.57408847408896402]
c: [-0.10630965253297245]
c: [0.5289665411944281]
c: [0.75822186815951742]
c: [0.48005666011579945]
c: [0.12852903371702662]
c: [0.092070852618874072]
c: [0.27521091591457753]
c: [0.28535104262450406]
c: [0.021445769244966256]
c: [-0.2039587054081741]
c: [-0.02830167934926044]
c: [0.39877158477923963]
c: [0.60120736578880007]
c: [0.27942017707099709]
c: [-0.21190119583630621]
c: [-0.34181661309938904]
c: [0.023831259314981364]
c: [0.3793610283594076]
c: [0.27035661596572585]
c: [-0.12567141114734853]
c: [-0.24351630362716753]
c: [0.11320389668443982]
c: [0.40731719456923937]
c: [0.13114173727813391]
c: [-0.3619705836937252]
c: [-0.26862518304313898]
c: [0.2895910842656973]
c: [0.099947073749540899]
c: [-0.090462018171055258]
c: [-0.11818820151954398]
c: [-0.25031092074802691]
c: [0.13944320097929938]
c: [0.14555590450118508]
c: [-0.73158611093361614]
c: [-0.46757127143390159]
c: [-1.0783467340785573]
c: [-0.18865997033133466]
c: [0.18287897012934101]
c: [-1.0780958719820881]
c: [0.52956374762150471]
c: [-0.51855542330665183]
c: [-0.45723802524490453]
c: [-0.30177254199506925]
c: [0.13339389631480722]
c: [-0.064692439911215954]
c: [0.05938809673982226]
c: [0.27035015384087718]
c: [0.2735430325146323]
c: [0.10280455688158575]
c: [-0.2644401823410828]
c: [0.58724889116464762]
c: [-0.23496470704728589]
c: [0.029008063105961254]
c: [-0.32134727961766946]
c: [0.010822523325354027]
c: [-0.029090109165216742]
c: [-0.029112729184726113]
c: [-0.25382850260023249]
c: [-0.30904306638147777]
c: [-0.21592577835165336]
c: [-0.08153190874156542]
c: [-1.1589561317084178]
c: [-0.38004426323835294]
c: [0.29238821849764762]
c: [0.60083671630079305]
c: [-0.82552448892432628]
c: [0.55684195853782659]
c: [-0.26243708612180261]
c: [0.62029771645667797]
c: [-0.16704533163932478]
c: [-0.59943844076004427]
c: [-0.47936840447210921]
c: [0.15541390152624224]
c: [0.0060032964658867172]
c: [1.1923858554801696]
c: [-0.60530021106468779]
c: [0.097833983146866574]
c: [-0.034138970605330297]
c: [-0.12527851331344961]
c: [-0.26423880278135414]
c: [0.059801815277468209]
c: [-0.29354727912529976]
c: [-0.10959960051191045]
c: [0.64058988624272184]
c: [-0.089776287367824337]
c: [-0.27541621517502352]
c: [0.22100666648620843]
c: [0.45404516661217065]
c: [-0.14078366272908088]
c: [0.66732007949623195]
c: [-0.31414243121596092]
c: [-0.43381393074835412]
c: [0.2906705676231246]
c: [1.1946942634463931]
c: [-0.63666446752176931]
c: [0.55974749572782312]
c: [-0.12830137071407699]
c: [-0.073463132820079033]
c: [-1.0161848241118665]
c: [0.63612838409044503]
c: [-0.031054976723860213]
c: [-0.017185642637584597]
c: [-1.4250374245237429]
c: [1.1381443972699352]
c: [0.069254507561911247]
c: [0.0070693544627081269]
c: [-0.2338370641586488]
c: [0.46660581637493748]
c: [0.058289102353977565]
c: [-0.075439309253443151]
c: [0.69462763057335031]
c: [-1.2801105761215383]
c: [-0.065320711205100718]
c: [0.65399467255206489]
c: [-0.78911762990305534]
c: [0.59898774018886403]
c: [-0.87828710120657172]
c: [-0.15001116586169835]
c: [-0.62733775141744308]
c: [-0.053659272215991649]
c: [-0.42850991931381782]
c: [0.55953168466875736]
c: [0.18619176742048177]
c: [-0.23435519629658985]
c: [0.0052747768944514774]
c: [0.26320642063252425]
c: [0.09527297098482515]
c: [-0.31128859125162273]
c: [0.22604992417609765]
c: [0.31133578726228761]
c: [-0.067858564202468691]
c: [0.23498563745098477]
c: [0.1505828121297125]
c: [0.0093783593803118109]
c: [0.089909009040279625]
c: [-0.010877510165005886]
c: [0.034436877760357094]
c: [0.0048592712021823031]
c: [0.069430718195161292]
c: [0.060245501279763684]
c: [0.053017075232927841]
c: [0.029975650157754267]
c: [0.19691846993182785]
c: [-0.015430253583929059]
c: [0.0053921338659055741]
c: [-0.0078650746188584954]
c: [-0.20253706315848663]
c: [0.033171083634117651]
c: [-0.13894781108614673]
c: [0.0025198550247038454]
c: [-0.087122231471458256]
c: [0.059076546811641095]
c: [-0.006287416646737252]
c: [0.039338989654402821]
c: [-0.036874195691734758]
c: [-0.01298996213999418]
c: [-0.058743617754706719]
c: [0.029813416963314056]
c: [0.10485735927039448]
c: [-0.078727978770828114]
c: [-0.002591800427890938]
c: [0.062931179547647584]
c: [-0.06153345459365285]
c: [0.027923046849312294]
c: [-0.025536860316878917]
c: [0.046696360316286108]
c: [0.13393386924958961]
c: [-0.03149773215265371]
c: [0.09476022747535881]
c: [0.01764412107063263]
c: [-0.084549862124211672]
c: [-0.0044469985638412105]
c: [0.034112430788099987]
c: [0.044597223478875098]
c: [-0.06965982827191923]
c: [0.1819177509010789]
c: [-0.087164281364801283]
c: [-0.26658584771528171]
c: [-0.021742490709500965]
c: [0.20003941341706385]
c: [0.11562969920185895]
c: [-0.094943708315861727]
c: [0.045512702512931484]
c: [0.68328707315386805]
c: [0.32301860083099909]
c: [-0.20832474248446112]
c: [0.3818861973438068]
c: [-1.2977747652583871]
c: [-0.092812765078812406]
c: [0.086596061434699223]
c: [0.82382348637081826]
c: [-0.55741177300391442]
c: [-0.019608987107074916]
c: [-0.11147983612266904]
c: [-0.062876039819025148]
c: [0.084242675793728738]
c: [0.0055120913723022223]
c: [0.50449817265868346]
c: [-0.069856757080082224]
c: [-0.028041636315031478]
c: [0.75241234160767667]
c: [-0.26153158780126418]
c: [-0.96307841586786891]
c: [0.86126930141162572]
c: [-0.019685295028027027]
c: [-0.38313996982857401]
c: [-0.098758512126909864]
c: [0.12239567509122976]
c: [-0.046957191220640064]
c: [-0.00011575025998668284]
c: [0.10052716560448596]
c: [0.0013269739002160395]
c: [-0.27140933123449795]
c: [0.021772494175659109]
c: [0.018235731337472538]
c: [-0.2265314204240661]
c: [-0.0018409325697349116]
c: [0.15424122125629183]
c: [0.63082422213152567]
c: [-0.054367975484641659]
c: [-0.37366113476803708]
c: [-0.13326368860279669]
c: [-0.095905895163938853]
c: [-0.16811942756601847]
c: [0.16381734028277845]
c: [-0.12168174310714655]
c: [-0.19321403202432497]
c: [0.10254329193784856]
c: [-0.45470947721616761]
c: [-0.092366302179745535]
c: [-1.6414567364418731]
c: [0.0028264312545824102]
c: [0.39262748476846682]
c: [0.72718007143453289]
c: [0.80809869225952558]
c: [-0.33126782607454991]
c: [-1.0731113641753052]
c: [0.50595840365554412]
c: [0.33305664056640188]
c: [0.032874939646755211]
c: [-0.11911590820549134]
c: [0.37808584023622643]
c: [-0.075346830494871397]
c: [-0.048021385026199875]
c: [-0.24868562796342547]
c: [0.89726716534613649]
c: [0.76642713141679553]
c: [0.42831317519514173]
c: [0.94512269063376275]
c: [-0.058120332264988327]
c: [0.31639878794718385]
c: [-0.94580513094541474]
c: [-0.096944285630957097]
c: [-0.83123925455372449]
c: [-0.93300702472125308]
c: [-0.38382272356031522]
c: [-0.69907279992234928]
c: [-0.10523280781100516]
c: [0.014986593528657081]
c: [-0.070479041698777931]
c: [0.2510076714908322]
c: [0.22050309156784223]
c: [0.10727323147538217]
c: [-0.16158562806015841]
c: [1.1174979832529621]
c: [-0.35527533800692884]
c: [0.29723854770814301]
c: [-0.09025179120894336]
c: [-0.70175034360391231]
c: [0.34139911798459455]
c: [0.76087095880322331]
c: [-0.88017305824028091]
c: [-0.054167284865082752]
c: [-0.13635671834165758]
c: [-0.24290918779367701]
c: [0.63382777425473014]
c: [0.84738256532199241]
c: [-0.21501558605249235]
c: [0.88444052063376721]
c: [0.36324958275806457]
c: [-0.10084566232188333]
c: [-0.11127976968198579]
c: [0.059564149198224774]
c: [-0.26383639801372072]
c: [-0.067005956556456941]
c: [-0.70411914057657621]
c: [0.18684812873860879]
c: [-0.82708777651663345]
c: [-0.30345256867330089]
c: [0.595573479947759]
c: [0.061083836034806695]
c: [0.92793264488081495]
c: [-0.5803042277283682]
c: [0.4735601744590604]
c: [-0.46338105429069854]
c: [0.62497722051978921]
c: [0.3581557413591745]
c: [-0.38102103089556533]
c: [0.40611215444701931]
c: [0.059955468024497298]
