0 5.4691e-01	588.98 1477.33
50 4.8675e-02	92.87 645.54
100 2.8086e-02	63.52 499.87
150 2.1965e-02	52.59 446.45
200 1.9677e-02	47.24 425.45
250 1.9905e-02	46.25 429.30
300 2.0182e-02	44.72 434.22
350 1.9318e-02	43.64 424.94
400 1.9661e-02	43.92 428.80
450 1.8781e-02	43.76 418.23
500 1.8470e-02	43.00 415.16
550 1.8192e-02	43.04 411.64
600 1.7829e-02	42.95 407.16
650 1.7886e-02	42.77 408.07
700 1.7798e-02	42.58 407.15
750 1.7771e-02	42.69 406.68
800 1.7826e-02	42.62 407.46
850 1.7678e-02	42.57 405.62
900 1.7496e-02	42.59 403.29
950 1.7481e-02	42.54 403.14
1000 1.7458e-02	42.58 402.81
