ladder_step loss                   e_loss_contrib         f_loss_contrib         reg_loss               rmse_epa               rmse_f_comp            low_rmse_epa           low_rmse_f_comp        mae_f_comp             low_mae_f_comp         nfuncs ncoefs l1_reg_contrib         l2_reg_contrib         smooth_orth            smooth_w1              smooth_w2              smooth_w3             
0           0.13858479303416865    0.05464353222066539    0.08327713803229343    0.0006641227812098418  0.2360855837557126     1.189836693189014      0.19914143780287855    1.1452123254503255     0.8913814123340279     0.8676765009891004     10     10     6.551269932585441e-06  0.0006575715112772563  0                      0.0                    0.0                    0.0                   
1           0.12451180899687546    0.050625008563621      0.07382526481721781    6.153561603664371e-05  0.22723888031686867    1.120280996303119      0.19098579043329028    1.0807922491432975     0.8400145606841849     0.8165157193512669     20     20     2.7936544672013738e-06 5.874196156944233e-05  0                      0.0                    0.0                    0.0                   
2           0.12405356509800895    0.050586662689328196   0.07346101465743443    5.887751246335989e-06  0.22715280305532434    1.1175138737028039     0.19103410274033703    1.078131328695224      0.8383436534921774     0.8148749557445382     30     30     9.808457753940983e-07  4.906905470941891e-06  0                      0.0                    0.0                    0.0                   
3           0.12288029934068367    0.04982533788274769    0.07302534432039534    2.9617137540646093e-05 0.2254370081270765     1.114195163396762      0.18897967903445978    1.0735169131448596     0.8330653794097042     0.8085801477609665     40     40     2.527715080703716e-06  2.708942245994238e-05  0                      0.0                    0.0                    0.0                   
4           0.04576630494397053    0.01213193776997996    0.033603185473657704   3.118170033287312e-05  0.11124107390549193    0.7558135729470331     0.09871594923788585    0.6922388267147889     0.5156409103152215     0.480402619209433      50     320    2.5080279966018405e-06 2.646849983680258e-05  0                      2.0434001163325723e-08 1.0084701777391215e-07 2.083891480531459e-06 
5           0.03139066333802597    0.008180837498656007   0.02317726909542911    3.255674394084697e-05  0.09134798436452171    0.6277050082486119     0.08044436065320316    0.5834473571290033     0.426454523825814      0.3976016789222443     60     735    2.4756983128383713e-06 2.6030569709087946e-05 0                      7.084664666292047e-08  2.455938145636819e-07  3.734035457694052e-06 
6           0.025465541050812467   0.00621512178627766    0.019217319494078525   3.3099770456281526e-05 0.0796205012613943     0.5715718972152113     0.06640969704597376    0.5223854109557632     0.3787950449506729     0.3473586474978793     70     745    2.467324457986313e-06  2.5803368215910284e-05 0                      1.0626271890436007e-07 3.3471292644329886e-07 4.388102137037275e-06 
7           0.02435394599488507    0.005981987855319946   0.018338015730623537   3.3942408941586053e-05 0.07811291577947987    0.5583424304159805     0.06528654922440531    0.5083834614794253     0.3685139998288845     0.3369920870550644     80     755    2.44715953000077e-06   2.5561464406135673e-05 0                      1.397138615424059e-07  4.2459304950015857e-07 5.369478094407048e-06 
8           0.024158976162570227   0.005832538894487319   0.01829239215901446    3.4045109068441084e-05 0.077130990344635      0.557647441382134      0.0641383946610325     0.5067137269430588     0.36787822811185034    0.3362066466897372     90     765    2.4325903507239626e-06 2.5151342896207004e-05 0                      1.6316693085114543e-07 4.5701214398549656e-07 5.840996746673477e-06 
9           0.014928189645359764   0.002612599402179584   0.012280345231612182   3.524501156799853e-05  0.051622198615034746   0.45690903952402623    0.045139182970667734   0.4163806250664192     0.2953843975413993     0.2694684672585807     100    775    2.4058470323022182e-06 2.4909160667626608e-05 0                      2.3466358531899332e-07 6.213867537273257e-07  7.073953529023385e-06 
10          0.013599966491771788   0.002242079737202002   0.011321632419160938   3.625433540884341e-05  0.047821766295546554   0.4387114683627615     0.04115033519047821    0.4001730816619709     0.28037943280818456    0.25543295975384633    110    785    2.3817435575882715e-06 2.4598063915156022e-05 0                      2.7101221669094577e-07 7.231070658915135e-07  8.280408653516659e-06 
11          0.013083531153897468   0.00213054147712619    0.010916097411844251   3.68922649270282e-05   0.04661708170150156    0.43078261025761927    0.03978822078498634    0.39379672540967275    0.2762437798866823     0.2517331321083254     120    795    2.375344609476192e-06  2.4312911411471315e-05 0                      3.0262782274545664e-07 8.018662828917008e-07  9.099514800443538e-06 
12          0.012274800833457368   0.0018388869674504432  0.010399888948090448   3.6024917916474946e-05 0.04330894487905309    0.4204736773629527     0.0373628877594112     0.3823007812416781     0.2697345355493701     0.24457788219162296    130    805    2.3717573262627563e-06 2.4038672500032837e-05 0                      3.348112198357005e-07  8.131618460729227e-07  8.466515024270735e-06 
13          0.011646228887146339   0.0016697156282490233  0.009941107192573389   3.5406066323928154e-05 0.041268752592919115   0.4110946648361413     0.0359213514905464     0.37406089257718617    0.26070171345615706    0.2362512925106552     140    815    2.3642529870252778e-06 2.365002824989152e-05  0                      4.032465315000251e-07  8.506860369705524e-07  8.137852518540778e-06 
14          0.011246848020481964   0.0016615757313071411  0.009550337396699875   3.4934892474945605e-05 0.04116803669955625    0.4029339113060454     0.03626554078820394    0.3650686788694012     0.25370783788350865    0.22890651409585192    150    825    2.3249237808394874e-06 2.3125574971579804e-05 0                      3.7137267795965883e-07 8.389191421502144e-07  8.274101902416436e-06 
15          0.010980200282106705   0.0016138352321327103  0.009331661637857574   3.470341211642123e-05  0.04057230504352579    0.39829417388915755    0.035810465335094174   0.36221847202256496    0.25200040310631683    0.22814215313064845    160    835    2.305825713165701e-06  2.27739222637701e-05   0                      3.516375009537643e-07  8.511823916631951e-07  8.420844246868472e-06 
16          0.010818589987921689   0.0016216740854248328  0.009162976283032054   3.393961946480156e-05  0.04067072124885117    0.3946778406522706     0.03604630796610005    0.3591026255228698     0.2492546453472784     0.22582007810409369    170    845    2.29185433610711e-06   2.2399826810355048e-05 0                      3.216134328866334e-07  8.209342214302878e-07  8.105390664022481e-06 
17          0.010567878699371494   0.0015287032529647773  0.00900549053529538    3.368491111133415e-05  0.03948768564762657    0.3912714405264903     0.034930517879649854   0.355811796726474      0.2466337679177377     0.2234305052879107     180    855    2.2660996057299556e-06 2.2047064550447975e-05 0                      3.2625497440140144e-07 8.147624737153438e-07  8.230729507039477e-06 
18          0.010433398441924572   0.0015304931057219617  0.008869756578285848   3.3148757916761613e-05 0.03951079558320544    0.3883115538924389     0.03511473775476242    0.35351909055641895    0.24580330148597618    0.2229705772778433     190    865    2.243472974925028e-06  2.1646818137191108e-05 0                      3.1088727104392205e-07 8.073687046861275e-07  8.140210828915427e-06 
