10	0.2978381264969039	1.0955423051542106	1.34033657764296
20	0.3429099452819859	1.0112227045647026	1.1515684794300063
30	0.35853055473163176	0.992746083130928	1.1184893459647922
40	0.36010243525152763	0.9856962722678736	1.104592836702446
50	0.1852203640132403	0.6935218753179977	0.5274489458114989
60	0.16997151710553363	0.568629574714734	0.35841580789486743
70	0.15463964782275627	0.511394996427742	0.2902769332251011
80	0.14967339372574037	0.5002774054154667	0.277487663508104
90	0.1495026178837893	0.4994890432384088	0.27662767788073733
100	0.07936947627503885	0.4171748283429216	0.18697022244056616
110	0.07923819147325253	0.40594454192060275	0.17724984531518861
