10	0.2360855837557126	1.189836693189014	0.13858479303416865
20	0.22723888031686867	1.120280996303119	0.12451180899687546
30	0.22715280305532434	1.1175138737028039	0.12405356509800895
40	0.2254370081270765	1.114195163396762	0.12288029934068367
50	0.11124107390549193	0.7558135729470331	0.04576630494397053
60	0.09134798436452171	0.6277050082486119	0.03139066333802597
70	0.0796205012613943	0.5715718972152113	0.025465541050812467
80	0.07811291577947987	0.5583424304159805	0.02435394599488507
90	0.077130990344635	0.557647441382134	0.024158976162570227
100	0.051622198615034746	0.45690903952402623	0.014928189645359764
110	0.047821766295546554	0.4387114683627615	0.013599966491771788
120	0.04661708170150156	0.43078261025761927	0.013083531153897468
130	0.04330894487905309	0.4204736773629527	0.012274800833457368
140	0.041268752592919115	0.4110946648361413	0.011646228887146339
150	0.04116803669955625	0.4029339113060454	0.011246848020481964
160	0.04057230504352579	0.39829417388915755	0.010980200282106705
170	0.04067072124885117	0.3946778406522706	0.010818589987921689
180	0.03948768564762657	0.3912714405264903	0.010567878699371494
190	0.03951079558320544	0.3883115538924389	0.010433398441924572
200	0.039293008657027846	0.3876016109033088	0.010383596114385801
210	0.03917326279297682	0.38706490262039095	0.010349298343872295
220	0.03917587963295271	0.38636876271201825	0.010317465782127012
230	0.03902151476414563	0.38581480872880153	0.01027986798940469
240	0.03883638477095349	0.38578107549206125	0.010263736322943272
250	0.03864448308279428	0.38579365881252925	0.010249440426302887
